response_id,date,channel,region,country,store_id,nps_score,comment_text,segment,product_category
R20505,2025-04-03,Store,EU,NL,EU-NL-017,10,"Checkout was smooth and fast, very satisfied.",Business,Apple Watch
R20506,2025-07-04,Store,EU,IT,EU-IT-024,9,"Great product experience, everything worked as expected.",Existing,iPad
R20507,2025-09-04,Online,EU,FR,EU-FR-021,8,Very clear explanations and patient staff.,Existing,Services
R20508,2024-12-18,Store,EU,UK,EU-UK-022,9,Online ordering was simple and delivery was on time.,Existing,iPad
R20509,2024-07-09,Online,US,US,US-US-005,10,Support agent resolved my issue quickly and professionally.,New Customer,Apple Watch
R20510,2025-06-29,Online,US,US,US-US-005,3,The store was overcrowded and disorganized.,Business,Mac
R20511,2024-08-01,Online,US,US,US-US-010,9,Online ordering was simple and delivery was on time.,New Customer,Mac
R20512,2024-08-15,Support,APAC,SG,APAC-SG-021,4,Things worked but could be smoother.,Business,Apple Watch
R20513,2025-02-12,Store,APAC,IN,APAC-IN-005,10,"Loved the in-store demo, made my decision easy.",Existing,Apple Watch
R20514,2025-10-01,Online,EU,UK,EU-UK-026,1,Support answered my questions but felt a bit slow.,Business,Mac
R20515,2025-04-25,Store,US,US,US-US-028,8,Very clear explanations and patient staff.,Existing,Apple Watch
R20516,2025-03-02,Online,APAC,JP,APAC-JP-004,8,"Checkout was smooth and fast, very satisfied.",Existing,Apple Watch
R20517,2025-08-17,Support,EU,NL,EU-NL-015,1,Got what I needed but it took some time.,Business,iPhone
R20518,2024-02-14,Store,US,US,US-US-002,3,Got my issue resolved but had to wait.,Business,Services
R20519,2024-08-19,Support,EU,UK,EU-UK-013,9,"Great customer service, felt valued as a customer.",Existing,iPhone
R20520,2024-01-31,Store,US,US,US-US-003,9,Online ordering was simple and delivery was on time.,Business,iPad
R20521,2025-06-27,Online,US,US,US-US-013,10,Very clear explanations and patient staff.,Existing,iPad
R20522,2025-06-25,Store,EU,FR,EU-FR-014,8,I was impressed with the product quality and attention to detail.,Business,Mac
R20523,2024-03-07,Support,APAC,IN,APAC-IN-016,6,Support could not resolve my issue on the first call.,Existing,iPhone
R20524,2024-06-08,Store,US,US,US-US-010,7,Things worked but could be smoother.,New Customer,Apple Watch
R20525,2024-06-30,Store,US,US,US-US-022,1,"Checkout process kept failing, very frustrating.",Existing,iPad
R20526,2025-09-07,Support,EU,ES,EU-ES-011,9,Online ordering was simple and delivery was on time.,New Customer,iPhone
R20527,2024-11-17,Online,APAC,KR,APAC-KR-015,9,"Amazing experience overall, I will recommend to others.",Business,Services
R20528,2024-01-29,Store,US,US,US-US-007,10,Online ordering was simple and delivery was on time.,New Customer,iPhone
R20529,2024-10-28,Store,US,US,US-US-015,7,Support answered my questions but felt a bit slow.,New Customer,iPad
R20530,2025-06-22,Online,APAC,JP,APAC-JP-012,9,Very clear explanations and patient staff.,Existing,iPhone
R20531,2024-01-07,Store,US,US,US-US-021,3,Support answered my questions but felt a bit slow.,Existing,Mac
R20532,2025-01-23,Online,US,US,US-US-017,10,"Great product experience, everything worked as expected.",Existing,iPhone
R20533,2024-09-27,Online,APAC,AU,APAC-AU-018,9,"Amazing experience overall, I will recommend to others.",Business,iPhone
R20534,2024-06-24,Online,APAC,IN,APAC-IN-004,9,Staff was extremely helpful and friendly.,Business,Services
R20535,2025-03-05,Store,APAC,AU,APAC-AU-003,0,Did not feel valued as a customer during this visit.,Existing,Apple Watch
R20536,2024-08-19,Online,APAC,AU,APAC-AU-027,10,Very clear explanations and patient staff.,Existing,Mac
R20537,2024-09-23,Support,US,US,US-US-022,10,"Checkout was smooth and fast, very satisfied.",New Customer,iPad
R20538,2025-05-04,Online,US,US,US-US-020,10,"Checkout was smooth and fast, very satisfied.",Existing,iPhone
R20539,2024-05-26,Online,APAC,IN,APAC-IN-006,9,Support agent resolved my issue quickly and professionally.,New Customer,iPad
R20540,2024-01-17,Online,US,US,US-US-004,8,Overall acceptable experience.,Existing,Services
R20541,2025-05-23,Store,US,US,US-US-005,8,"Loved the in-store demo, made my decision easy.",New Customer,Mac
R20542,2024-01-19,Support,US,US,US-US-004,10,Online ordering was simple and delivery was on time.,Business,Mac
R20543,2025-10-24,Store,US,US,US-US-010,9,Very clear explanations and patient staff.,New Customer,Services
R20544,2024-07-26,Support,US,US,US-US-003,9,"Loved the in-store demo, made my decision easy.",Existing,Mac
R20545,2025-01-26,Store,EU,IT,EU-IT-016,10,Online ordering was simple and delivery was on time.,Business,Services
R20546,2024-07-30,Online,US,US,US-US-017,9,"Amazing experience overall, I will recommend to others.",Existing,Apple Watch
R20547,2025-08-15,Store,US,US,US-US-019,9,Very clear explanations and patient staff.,New Customer,Services
R20548,2024-01-14,Support,APAC,KR,APAC-KR-007,10,Online ordering was simple and delivery was on time.,Existing,iPhone
R20549,2024-05-20,Support,APAC,KR,APAC-KR-002,10,"Great product experience, everything worked as expected.",New Customer,iPad
R20550,2024-09-07,Store,US,US,US-US-019,9,"Loved the in-store demo, made my decision easy.",Existing,Apple Watch
R20551,2025-04-03,Store,EU,DE,EU-DE-018,3,Experience was decent but room for improvement.,Business,Apple Watch
R20552,2024-04-19,Online,US,US,US-US-027,0,Got what I needed but it took some time.,New Customer,Services
R20553,2024-07-26,Store,US,US,US-US-014,6,Experience was decent but room for improvement.,Existing,iPhone
R20554,2025-02-11,Online,US,US,US-US-003,10,Staff was extremely helpful and friendly.,New Customer,Services
R20555,2025-04-17,Store,US,US,US-US-003,10,Staff was extremely helpful and friendly.,Existing,Apple Watch
R20556,2024-10-26,Store,APAC,IN,APAC-IN-010,9,"Loved the in-store demo, made my decision easy.",Business,Apple Watch
R20557,2025-03-27,Store,APAC,JP,APAC-JP-029,10,"Loved the in-store demo, made my decision easy.",Existing,Services
R20558,2025-03-09,Store,APAC,SG,APAC-SG-005,10,Online ordering was simple and delivery was on time.,Business,iPad
R20559,2024-08-14,Store,US,US,US-US-003,9,"Great customer service, felt valued as a customer.",New Customer,Services
R20560,2024-02-03,Online,US,US,US-US-017,9,I was impressed with the product quality and attention to detail.,Existing,iPhone
R20561,2025-09-21,Support,APAC,AU,APAC-AU-021,7,Website was fine but could be more intuitive.,Existing,iPad
R20562,2025-04-21,Store,US,US,US-US-008,9,Staff was extremely helpful and friendly.,Existing,Services
R20563,2024-02-29,Support,EU,NL,EU-NL-016,10,"Checkout was smooth and fast, very satisfied.",New Customer,Services
R20564,2024-06-14,Store,US,US,US-US-009,9,"Loved the in-store demo, made my decision easy.",Existing,Mac
R20565,2024-05-13,Store,US,US,US-US-023,8,Got my issue resolved but had to wait.,New Customer,Mac
R20566,2024-09-29,Store,US,US,US-US-025,9,"Amazing experience overall, I will recommend to others.",New Customer,Services
R20567,2024-12-21,Store,US,US,US-US-001,10,Staff was extremely helpful and friendly.,New Customer,iPad
R20568,2024-07-19,Online,US,US,US-US-026,3,"Product information was unclear, hard to compare options.",Existing,Apple Watch
R20569,2024-12-23,Online,US,US,US-US-026,9,Staff was extremely helpful and friendly.,Existing,Apple Watch
R20570,2024-10-25,Online,US,US,US-US-019,7,I was impressed with the product quality and attention to detail.,Business,Apple Watch
R20571,2024-01-04,Store,US,US,US-US-017,6,"The process was average, neither good nor bad.",Business,Apple Watch
R20572,2024-05-03,Store,EU,IT,EU-IT-017,7,I was impressed with the product quality and attention to detail.,Business,Mac
R20573,2024-05-05,Online,EU,FR,EU-FR-003,8,"Amazing experience overall, I will recommend to others.",Existing,Mac
R20574,2024-07-27,Store,EU,DE,EU-DE-005,10,Online ordering was simple and delivery was on time.,Business,iPhone
R20575,2025-06-30,Online,APAC,SG,APAC-SG-014,8,The store was a bit crowded but manageable.,New Customer,Services
R20576,2024-01-28,Online,EU,ES,EU-ES-003,9,Very clear explanations and patient staff.,Existing,iPhone
R20577,2024-09-18,Support,APAC,SG,APAC-SG-020,9,"Great customer service, felt valued as a customer.",Existing,Services
R20578,2024-07-19,Online,US,US,US-US-017,8,The store was a bit crowded but manageable.,Business,iPhone
R20579,2025-08-10,Online,APAC,IN,APAC-IN-027,9,Staff was extremely helpful and friendly.,Existing,Services
R20580,2024-11-17,Online,EU,FR,EU-FR-009,10,Support agent resolved my issue quickly and professionally.,Existing,Services
R20581,2024-11-20,Store,US,US,US-US-016,10,Staff was extremely helpful and friendly.,Existing,Services
R20582,2024-01-14,Store,US,US,US-US-013,9,Very clear explanations and patient staff.,New Customer,Mac
R20583,2024-01-09,Online,APAC,AU,APAC-AU-024,8,Got what I needed but it took some time.,Existing,iPhone
R20584,2024-06-23,Store,US,US,US-US-001,7,Things worked but could be smoother.,Existing,Mac
R20585,2025-05-13,Support,US,US,US-US-002,5,Support answered my questions but felt a bit slow.,Existing,Apple Watch
R20586,2025-06-27,Store,US,US,US-US-030,9,Very clear explanations and patient staff.,New Customer,iPad
R20587,2025-10-28,Online,US,US,US-US-022,9,"Amazing experience overall, I will recommend to others.",Existing,Apple Watch
R20588,2025-10-31,Support,US,US,US-US-007,10,I was impressed with the product quality and attention to detail.,Existing,Services
R20589,2024-07-06,Support,EU,NL,EU-NL-005,8,"The process was average, neither good nor bad.",Business,iPhone
R20590,2024-03-24,Online,EU,IT,EU-IT-020,10,Very clear explanations and patient staff.,Existing,iPad
R20591,2025-02-11,Store,US,US,US-US-028,10,Staff was extremely helpful and friendly.,Existing,Services
R20592,2025-02-16,Support,US,US,US-US-006,7,Very clear explanations and patient staff.,New Customer,Mac
R20593,2025-01-27,Online,US,US,US-US-020,9,"Checkout was smooth and fast, very satisfied.",New Customer,Apple Watch
R20594,2025-07-14,Support,US,US,US-US-007,7,Online ordering was simple and delivery was on time.,Existing,iPhone
R20595,2025-11-09,Support,EU,IT,EU-IT-030,8,Support answered my questions but felt a bit slow.,New Customer,iPad
R20596,2025-06-10,Support,APAC,SG,APAC-SG-007,7,The store was a bit crowded but manageable.,Existing,Apple Watch
R20597,2025-01-14,Online,US,US,US-US-008,10,"Checkout was smooth and fast, very satisfied.",Existing,Mac
R20598,2025-10-06,Support,US,US,US-US-030,10,Very clear explanations and patient staff.,Existing,iPad
R20599,2024-05-28,Store,US,US,US-US-010,9,Online ordering was simple and delivery was on time.,Existing,iPhone
R20600,2024-09-11,Store,EU,UK,EU-UK-007,10,Support agent resolved my issue quickly and professionally.,Existing,Apple Watch
R20601,2025-05-02,Store,US,US,US-US-022,10,Online ordering was simple and delivery was on time.,New Customer,Apple Watch
R20602,2024-11-06,Support,APAC,JP,APAC-JP-029,9,"Great customer service, felt valued as a customer.",Business,Mac
R20603,2025-04-19,Online,US,US,US-US-007,10,"Amazing experience overall, I will recommend to others.",Existing,Mac
R20604,2024-12-26,Store,APAC,AU,APAC-AU-002,10,Staff was extremely helpful and friendly.,New Customer,iPad
R20605,2024-11-06,Store,APAC,IN,APAC-IN-020,9,"Amazing experience overall, I will recommend to others.",Existing,iPhone
R20606,2024-05-30,Store,US,US,US-US-020,10,"Great customer service, felt valued as a customer.",New Customer,Apple Watch
R20607,2025-06-24,Store,EU,NL,EU-NL-001,10,"Great product experience, everything worked as expected.",Existing,Apple Watch
R20608,2025-09-19,Online,APAC,SG,APAC-SG-006,10,Very clear explanations and patient staff.,Existing,Mac
R20609,2024-05-02,Store,US,US,US-US-012,9,I was impressed with the product quality and attention to detail.,Business,iPhone
R20610,2025-02-09,Store,US,US,US-US-024,9,Support agent resolved my issue quickly and professionally.,New Customer,Apple Watch
R20611,2025-02-18,Online,US,US,US-US-015,0,Support answered my questions but felt a bit slow.,New Customer,Apple Watch
R20612,2025-10-28,Online,APAC,JP,APAC-JP-005,10,Very clear explanations and patient staff.,Existing,Apple Watch
R20613,2024-08-23,Online,APAC,JP,APAC-JP-026,10,Staff was extremely helpful and friendly.,Business,iPhone
R20614,2025-03-24,Support,US,US,US-US-019,7,Support agent resolved my issue quickly and professionally.,Existing,Apple Watch
R20615,2025-08-22,Store,APAC,JP,APAC-JP-016,2,Support could not resolve my issue on the first call.,New Customer,Services
R20616,2024-02-28,Store,US,US,US-US-010,9,Staff was extremely helpful and friendly.,Existing,Mac
R20617,2025-03-20,Online,EU,UK,EU-UK-008,10,"Great product experience, everything worked as expected.",New Customer,Apple Watch
R20618,2024-06-13,Store,EU,IT,EU-IT-022,10,Staff was extremely helpful and friendly.,Business,iPad
R20619,2024-05-28,Online,APAC,JP,APAC-JP-027,7,I was impressed with the product quality and attention to detail.,Existing,iPad
R20620,2025-09-23,Store,APAC,AU,APAC-AU-018,7,Experience was decent but room for improvement.,New Customer,iPhone
R20621,2025-06-23,Store,EU,FR,EU-FR-015,9,"Great customer service, felt valued as a customer.",Existing,Apple Watch
R20622,2024-05-28,Store,EU,FR,EU-FR-001,9,"Loved the in-store demo, made my decision easy.",Business,iPhone
R20623,2024-02-06,Support,US,US,US-US-008,10,"Great customer service, felt valued as a customer.",Existing,iPhone
R20624,2025-02-11,Online,US,US,US-US-017,10,"Amazing experience overall, I will recommend to others.",Existing,iPad
R20625,2025-03-26,Online,US,US,US-US-016,9,Support agent resolved my issue quickly and professionally.,Existing,iPhone
R20626,2025-02-18,Store,US,US,US-US-019,6,The store was a bit crowded but manageable.,Existing,Mac
R20627,2025-05-28,Store,APAC,KR,APAC-KR-012,8,"Amazing experience overall, I will recommend to others.",Existing,Mac
R20628,2024-02-17,Store,US,US,US-US-027,6,The store was overcrowded and disorganized.,New Customer,Mac
R20629,2024-05-31,Online,US,US,US-US-005,7,Website was fine but could be more intuitive.,Existing,Mac
R20630,2025-10-17,Store,US,US,US-US-007,10,"Checkout was smooth and fast, very satisfied.",Business,iPad
R20631,2024-06-09,Store,APAC,KR,APAC-KR-003,10,Online ordering was simple and delivery was on time.,New Customer,Mac
R20632,2024-03-05,Store,APAC,AU,APAC-AU-024,9,Online ordering was simple and delivery was on time.,Existing,Apple Watch
R20633,2025-04-27,Online,US,US,US-US-004,9,"Great customer service, felt valued as a customer.",Existing,Services
R20634,2025-08-16,Store,EU,DE,EU-DE-013,2,"Product information was unclear, hard to compare options.",Existing,iPhone
R20635,2025-09-19,Store,APAC,JP,APAC-JP-017,5,Delivery was delayed and communication was poor.,Existing,iPhone
R20636,2024-07-14,Online,EU,ES,EU-ES-002,2,Got what I needed but it took some time.,Business,iPad
R20637,2024-12-08,Online,US,US,US-US-013,1,The store was overcrowded and disorganized.,New Customer,Services
R20638,2025-08-09,Store,US,US,US-US-008,10,I was impressed with the product quality and attention to detail.,Existing,iPad
R20639,2024-04-16,Online,APAC,JP,APAC-JP-014,10,Support agent resolved my issue quickly and professionally.,New Customer,iPad
R20640,2025-10-31,Online,EU,FR,EU-FR-026,10,"Amazing experience overall, I will recommend to others.",New Customer,iPhone
R20641,2024-03-30,Support,EU,FR,EU-FR-011,7,Things worked but could be smoother.,New Customer,iPad
R20642,2024-05-15,Store,EU,UK,EU-UK-016,7,Very clear explanations and patient staff.,Existing,iPad
R20643,2025-05-14,Support,US,US,US-US-029,9,"Amazing experience overall, I will recommend to others.",Existing,iPhone
R20644,2025-04-15,Support,US,US,US-US-018,8,Got what I needed but it took some time.,Existing,Apple Watch
R20645,2024-03-10,Store,APAC,SG,APAC-SG-018,7,Online ordering was simple and delivery was on time.,New Customer,Mac
R20646,2024-12-04,Store,APAC,KR,APAC-KR-021,9,"Checkout was smooth and fast, very satisfied.",Business,Services
R20647,2024-07-09,Online,US,US,US-US-018,7,Support answered my questions but felt a bit slow.,Business,Apple Watch
R20648,2025-04-26,Store,EU,IT,EU-IT-022,9,Online ordering was simple and delivery was on time.,Existing,iPhone
R20649,2024-01-22,Store,EU,UK,EU-UK-017,10,Support agent resolved my issue quickly and professionally.,Existing,Mac
R20650,2024-08-02,Store,US,US,US-US-022,9,"Great product experience, everything worked as expected.",New Customer,Apple Watch
R20651,2024-01-30,Online,APAC,AU,APAC-AU-030,9,Online ordering was simple and delivery was on time.,Business,iPhone
R20652,2024-05-21,Support,US,US,US-US-008,2,Got what I needed but it took some time.,New Customer,iPhone
R20653,2025-03-08,Store,US,US,US-US-011,10,Very clear explanations and patient staff.,Existing,iPad
R20654,2024-01-28,Online,EU,DE,EU-DE-011,9,"Great customer service, felt valued as a customer.",Existing,iPad
R20655,2025-02-05,Store,US,US,US-US-005,10,Staff was extremely helpful and friendly.,New Customer,Apple Watch
R20656,2024-10-24,Support,EU,UK,EU-UK-008,0,Support could not resolve my issue on the first call.,Existing,iPhone
R20657,2024-10-14,Store,APAC,IN,APAC-IN-024,8,"Loved the in-store demo, made my decision easy.",New Customer,Apple Watch
R20658,2024-11-28,Store,US,US,US-US-027,8,"Loved the in-store demo, made my decision easy.",New Customer,iPhone
R20659,2024-10-23,Support,US,US,US-US-006,9,I was impressed with the product quality and attention to detail.,New Customer,Apple Watch
R20660,2024-01-12,Support,APAC,KR,APAC-KR-014,6,"Checkout process kept failing, very frustrating.",New Customer,Mac
R20661,2025-07-22,Online,US,US,US-US-009,10,Staff was extremely helpful and friendly.,Existing,iPad
R20662,2024-05-18,Store,US,US,US-US-015,9,"Amazing experience overall, I will recommend to others.",Business,Apple Watch
R20663,2025-02-12,Store,EU,FR,EU-FR-025,8,I was impressed with the product quality and attention to detail.,Existing,iPad
R20664,2024-03-01,Online,US,US,US-US-017,8,Got my issue resolved but had to wait.,Existing,Mac
R20665,2025-06-29,Store,APAC,SG,APAC-SG-005,10,Online ordering was simple and delivery was on time.,New Customer,Mac
R20666,2025-08-25,Store,APAC,JP,APAC-JP-022,7,I was impressed with the product quality and attention to detail.,Existing,Apple Watch
R20667,2025-04-29,Store,US,US,US-US-006,10,I was impressed with the product quality and attention to detail.,Existing,iPhone
R20668,2024-04-16,Store,APAC,JP,APAC-JP-001,7,Got what I needed but it took some time.,New Customer,Services
R20669,2025-09-15,Support,US,US,US-US-007,9,I was impressed with the product quality and attention to detail.,Existing,Mac
R20670,2025-02-10,Support,US,US,US-US-010,10,"Amazing experience overall, I will recommend to others.",New Customer,iPad
R20671,2025-10-04,Online,US,US,US-US-001,10,"Loved the in-store demo, made my decision easy.",New Customer,Mac
R20672,2025-06-29,Store,APAC,SG,APAC-SG-005,2,The store was overcrowded and disorganized.,Business,iPad
R20673,2024-07-22,Store,EU,DE,EU-DE-014,9,I was impressed with the product quality and attention to detail.,Existing,iPad
R20674,2024-04-23,Online,US,US,US-US-015,9,"Great customer service, felt valued as a customer.",Existing,Services
R20675,2025-08-23,Online,US,US,US-US-016,8,The store was a bit crowded but manageable.,New Customer,Services
R20676,2025-01-24,Support,US,US,US-US-011,4,Delivery was delayed and communication was poor.,Business,iPad
R20677,2025-03-17,Support,EU,ES,EU-ES-010,6,Got my issue resolved but had to wait.,Existing,iPhone
R20678,2025-05-03,Online,US,US,US-US-015,10,"Great customer service, felt valued as a customer.",New Customer,iPad
R20679,2024-03-25,Support,EU,ES,EU-ES-004,9,Online ordering was simple and delivery was on time.,Existing,Services
R20680,2024-07-23,Support,US,US,US-US-003,7,The store was a bit crowded but manageable.,Existing,iPad
R20681,2025-05-28,Online,US,US,US-US-029,7,Staff was extremely helpful and friendly.,Existing,Mac
R20682,2025-07-20,Store,US,US,US-US-003,9,"Great product experience, everything worked as expected.",New Customer,Mac
R20683,2024-03-18,Store,US,US,US-US-002,8,Overall acceptable experience.,New Customer,Mac
R20684,2024-10-22,Online,EU,FR,EU-FR-007,9,Very clear explanations and patient staff.,Existing,iPad
R20685,2025-03-28,Online,EU,ES,EU-ES-009,4,Things worked but could be smoother.,New Customer,Services
R20686,2025-01-23,Store,US,US,US-US-005,9,Very clear explanations and patient staff.,Business,Services
R20687,2025-04-11,Store,US,US,US-US-023,9,"Great product experience, everything worked as expected.",Existing,iPhone
R20688,2024-01-06,Online,US,US,US-US-013,9,Support agent resolved my issue quickly and professionally.,Existing,iPad
R20689,2024-06-30,Store,US,US,US-US-001,10,Online ordering was simple and delivery was on time.,Business,iPhone
R20690,2024-11-29,Online,EU,DE,EU-DE-021,8,Support answered my questions but felt a bit slow.,Existing,Mac
R20691,2025-04-13,Store,US,US,US-US-006,7,"Checkout was smooth and fast, very satisfied.",New Customer,Apple Watch
R20692,2024-07-05,Store,US,US,US-US-029,7,The store was a bit crowded but manageable.,Business,iPhone
R20693,2025-05-04,Online,EU,ES,EU-ES-002,10,I was impressed with the product quality and attention to detail.,Business,Services
R20694,2024-02-12,Online,EU,ES,EU-ES-020,7,"Great customer service, felt valued as a customer.",New Customer,iPad
R20695,2024-07-01,Store,EU,ES,EU-ES-030,9,Online ordering was simple and delivery was on time.,Existing,iPhone
R20696,2024-06-19,Support,APAC,IN,APAC-IN-004,4,The store was a bit crowded but manageable.,Business,iPad
R20697,2025-06-24,Support,US,US,US-US-016,9,"Amazing experience overall, I will recommend to others.",Business,iPhone
R20698,2025-02-04,Store,US,US,US-US-010,10,Support agent resolved my issue quickly and professionally.,Existing,Apple Watch
R20699,2025-06-27,Store,US,US,US-US-021,9,"Loved the in-store demo, made my decision easy.",Existing,Mac
R20700,2024-02-13,Support,EU,UK,EU-UK-028,7,Overall acceptable experience.,New Customer,iPhone
R20701,2025-10-22,Store,EU,DE,EU-DE-001,9,Staff was extremely helpful and friendly.,Existing,Apple Watch
R20702,2025-10-01,Online,APAC,JP,APAC-JP-026,9,"Great product experience, everything worked as expected.",Existing,Mac
R20703,2025-01-25,Store,APAC,JP,APAC-JP-010,10,Very clear explanations and patient staff.,Business,Apple Watch
R20704,2024-01-31,Online,US,US,US-US-018,10,I was impressed with the product quality and attention to detail.,Existing,iPhone
R20705,2025-09-29,Store,EU,DE,EU-DE-016,2,Website was confusing and I almost gave up.,Existing,Mac
R20706,2025-07-09,Store,US,US,US-US-009,8,Things worked but could be smoother.,Business,Apple Watch
R20707,2024-09-01,Store,APAC,KR,APAC-KR-027,3,Delivery was delayed and communication was poor.,Existing,Services
R20708,2025-01-05,Store,US,US,US-US-019,0,Experience was decent but room for improvement.,Existing,iPad
R20709,2024-09-16,Store,US,US,US-US-007,10,I was impressed with the product quality and attention to detail.,Business,Mac
R20710,2025-08-26,Store,US,US,US-US-003,8,Support agent resolved my issue quickly and professionally.,Existing,Mac
R20711,2025-09-17,Store,EU,ES,EU-ES-007,10,Support agent resolved my issue quickly and professionally.,Business,Mac
R20712,2024-07-02,Store,EU,IT,EU-IT-028,9,"Great product experience, everything worked as expected.",Business,Apple Watch
R20713,2025-06-09,Online,APAC,KR,APAC-KR-014,8,Support answered my questions but felt a bit slow.,Existing,Mac
R20714,2025-04-14,Store,APAC,KR,APAC-KR-026,2,"Experience was okay, nothing special.",Existing,Services
R20715,2025-08-26,Store,US,US,US-US-028,8,Online ordering was simple and delivery was on time.,Existing,Mac
R20716,2025-06-10,Store,APAC,AU,APAC-AU-016,9,"Great customer service, felt valued as a customer.",New Customer,Apple Watch
R20717,2025-02-18,Store,US,US,US-US-029,7,Got what I needed but it took some time.,Existing,Services
R20718,2024-02-27,Support,US,US,US-US-003,9,"Amazing experience overall, I will recommend to others.",Existing,iPhone
R20719,2024-11-08,Online,US,US,US-US-028,8,Staff was extremely helpful and friendly.,Existing,Apple Watch
R20720,2024-05-02,Online,US,US,US-US-011,4,"Checkout process kept failing, very frustrating.",Existing,Apple Watch
R20721,2024-09-29,Online,EU,ES,EU-ES-010,7,"Checkout was smooth and fast, very satisfied.",Existing,Mac
R20722,2025-05-25,Online,US,US,US-US-005,5,Delivery was delayed and communication was poor.,New Customer,Mac
R20723,2025-03-27,Support,EU,DE,EU-DE-018,10,"Great customer service, felt valued as a customer.",Existing,Mac
R20724,2025-03-06,Support,US,US,US-US-004,10,Support agent resolved my issue quickly and professionally.,Existing,Mac
R20725,2025-11-12,Store,US,US,US-US-005,10,"Great customer service, felt valued as a customer.",Existing,Services
R20726,2025-02-03,Store,US,US,US-US-024,9,I was impressed with the product quality and attention to detail.,Existing,iPhone
R20727,2025-06-16,Store,EU,IT,EU-IT-018,8,Got my issue resolved but had to wait.,New Customer,iPad
R20728,2025-07-01,Online,US,US,US-US-016,10,"Great product experience, everything worked as expected.",Existing,Mac
R20729,2024-03-20,Store,EU,FR,EU-FR-004,10,"Amazing experience overall, I will recommend to others.",Business,Mac
R20730,2025-10-23,Store,EU,FR,EU-FR-002,9,Online ordering was simple and delivery was on time.,New Customer,iPhone
R20731,2024-12-04,Support,US,US,US-US-022,9,Staff was extremely helpful and friendly.,Existing,iPhone
R20732,2025-07-25,Store,APAC,KR,APAC-KR-029,9,"Great customer service, felt valued as a customer.",Business,Services
R20733,2024-06-28,Online,US,US,US-US-005,0,Things worked but could be smoother.,Existing,iPhone
R20734,2025-11-10,Store,EU,UK,EU-UK-010,10,"Loved the in-store demo, made my decision easy.",Existing,Mac
R20735,2025-08-26,Store,EU,FR,EU-FR-010,5,The store was a bit crowded but manageable.,Existing,Apple Watch
R20736,2025-03-04,Store,EU,NL,EU-NL-011,8,Staff was extremely helpful and friendly.,Existing,iPhone
R20737,2024-10-31,Support,APAC,KR,APAC-KR-012,7,Experience was decent but room for improvement.,Existing,Apple Watch
R20738,2024-05-18,Store,APAC,AU,APAC-AU-002,10,Support agent resolved my issue quickly and professionally.,New Customer,Mac
R20739,2025-03-25,Store,US,US,US-US-027,5,Delivery was delayed and communication was poor.,Business,Services
R20740,2025-05-24,Store,US,US,US-US-023,9,"Amazing experience overall, I will recommend to others.",New Customer,Mac
R20741,2024-03-08,Support,US,US,US-US-009,9,"Great customer service, felt valued as a customer.",New Customer,Mac
R20742,2024-06-04,Store,US,US,US-US-023,9,Online ordering was simple and delivery was on time.,Existing,iPad
R20743,2025-09-18,Support,EU,ES,EU-ES-028,9,Very clear explanations and patient staff.,Existing,iPad
R20744,2024-11-28,Online,US,US,US-US-026,9,"Amazing experience overall, I will recommend to others.",New Customer,iPhone
R20745,2024-03-08,Store,EU,IT,EU-IT-007,10,Very clear explanations and patient staff.,New Customer,Mac
R20746,2025-09-29,Support,EU,ES,EU-ES-022,7,Got what I needed but it took some time.,Existing,iPhone
R20747,2024-03-10,Online,APAC,AU,APAC-AU-017,10,I was impressed with the product quality and attention to detail.,New Customer,Mac
R20748,2024-09-29,Support,US,US,US-US-027,10,I was impressed with the product quality and attention to detail.,Existing,iPad
R20749,2024-12-31,Store,APAC,KR,APAC-KR-011,10,Online ordering was simple and delivery was on time.,Existing,Mac
R20750,2024-02-28,Store,US,US,US-US-004,10,"Great customer service, felt valued as a customer.",New Customer,Services
R20751,2025-06-07,Online,EU,FR,EU-FR-012,7,"Experience was okay, nothing special.",Business,Apple Watch
R20752,2025-10-03,Online,EU,NL,EU-NL-009,5,Got what I needed but it took some time.,Existing,Mac
R20753,2025-05-01,Support,US,US,US-US-005,10,"Checkout was smooth and fast, very satisfied.",Existing,Mac
R20754,2025-02-18,Store,US,US,US-US-022,2,Got my issue resolved but had to wait.,Existing,Services
R20755,2025-01-13,Store,EU,UK,EU-UK-027,9,"Great customer service, felt valued as a customer.",Existing,Apple Watch
R20756,2024-08-10,Support,US,US,US-US-027,0,"The process was average, neither good nor bad.",Existing,Apple Watch
R20757,2024-12-22,Online,EU,IT,EU-IT-026,7,The store was a bit crowded but manageable.,New Customer,Services
R20758,2024-08-26,Online,APAC,JP,APAC-JP-023,7,"Great customer service, felt valued as a customer.",Business,Mac
R20759,2024-09-12,Store,EU,FR,EU-FR-029,7,The store was a bit crowded but manageable.,New Customer,iPad
R20760,2025-03-15,Support,US,US,US-US-019,4,Did not feel valued as a customer during this visit.,Existing,Services
R20761,2024-01-28,Support,EU,UK,EU-UK-011,9,Online ordering was simple and delivery was on time.,New Customer,Apple Watch
R20762,2024-06-16,Store,EU,UK,EU-UK-029,10,Online ordering was simple and delivery was on time.,New Customer,Services
R20763,2025-02-22,Online,US,US,US-US-008,8,Overall acceptable experience.,Business,Apple Watch
R20764,2024-07-17,Support,APAC,KR,APAC-KR-021,7,Support answered my questions but felt a bit slow.,New Customer,iPad
